Date,Expiry Date,Option Type,Strike Price,Open Price,High Price,Low Price,Close Price,Last Price,Settlement Price,Volume,Value  (₹ Lakhs) ,Premium Value  (₹ Lakhs) ,Open Interest,Change in OI
27-Feb-2026,26-May-2026,XX,"-","25,850.10","25,850.10","25,550.00","25,598.20","25,611.00","25,598.20",530465,"13,63,37,30,916.00","13,63,37,30,916.00",482235,409955
27-Feb-2026,28-Apr-2026,XX,"-","25,740.10","25,742.70","25,450.00","25,499.00","25,500.70","25,499.00",817245,"20,91,73,55,348.50","20,91,73,55,348.50",1374035,478140
27-Feb-2026,30-Mar-2026,XX,"-","25,570.00","25,580.00","25,286.10","25,338.60","25,341.00","25,338.60",5977920,"1,52,01,50,99,970.50","1,52,01,50,99,970.50",14250990,1154790
26-Feb-2026,28-Apr-2026,XX,"-","25,877.00","25,880.90","25,701.00","25,793.00","25,796.40","25,793.00",228670,"5,89,84,13,755.00","5,89,84,13,755.00",895895,13455
26-Feb-2026,26-May-2026,XX,"-","25,906.80","26,004.90","25,820.00","25,912.50","25,916.00","25,912.50",89635,"2,32,24,65,574.00","2,32,24,65,574.00",72280,25935
26-Feb-2026,30-Mar-2026,XX,"-","25,680.00","25,725.00","25,538.00","25,635.80","25,637.00","25,635.80",3905720,"1,00,12,70,82,633.50","1,00,12,70,82,633.50",13096200,123045
25-Feb-2026,30-Mar-2026,XX,"-","25,655.00","25,817.80","25,571.20","25,628.80","25,624.90","25,628.80",5763030,"1,48,09,67,11,665.50","1,48,09,67,11,665.50",12973155,-431340
25-Feb-2026,28-Apr-2026,XX,"-","25,801.70","25,968.00","25,737.00","25,791.80","25,791.00","25,791.80",374920,"9,69,22,50,594.00","9,69,22,50,594.00",882440,14170
25-Feb-2026,26-May-2026,XX,"-","25,994.00","26,091.00","25,859.00","25,905.70","25,904.30","25,905.70",111410,"2,89,38,98,572.50","2,89,38,98,572.50",46345,46345
24-Feb-2026,30-Mar-2026,XX,"-","25,800.00","25,800.00","25,500.60","25,600.30","25,613.80","25,600.30",7335575,"1,87,99,82,50,849.50","1,87,99,82,50,849.50",13404495,3562390
24-Feb-2026,24-Feb-2026,XX,"-","25,616.30","25,640.40","25,341.00","25,421.70","25,423.40","25,424.65",5743855,"1,46,26,76,10,781.50","1,46,26,76,10,781.50",6647095,-2657525
24-Feb-2026,28-Apr-2026,XX,"-","25,945.00","25,945.00","25,665.70","25,768.80","25,767.50","25,768.80",536185,"13,82,93,15,766.50","13,82,93,15,766.50",868270,210145
23-Feb-2026,30-Mar-2026,XX,"-","25,835.90","25,934.60","25,758.50","25,859.70","25,855.00","25,859.70",6173180,"1,59,47,04,07,778.50","1,59,47,04,07,778.50",9842105,4230525
23-Feb-2026,24-Feb-2026,XX,"-","25,686.00","25,779.90","25,593.30","25,705.20","25,700.30","25,705.20",8002605,"2,05,49,15,62,835.00","2,05,49,15,62,835.00",9304620,-3029390
23-Feb-2026,28-Apr-2026,XX,"-","25,940.50","26,078.00","25,925.00","26,015.00","26,005.10","26,015.00",293085,"7,62,22,34,197.50","7,62,22,34,197.50",658125,65455
20-Feb-2026,28-Apr-2026,XX,"-","25,720.10","25,996.00","25,710.50","25,899.10","25,897.50","25,899.10",290615,"7,52,18,51,688.00","7,52,18,51,688.00",592670,19695
20-Feb-2026,30-Mar-2026,XX,"-","25,555.00","25,845.00","25,550.00","25,742.60","25,741.00","25,742.60",3958370,"1,01,92,07,79,896.00","1,01,92,07,79,896.00",5611580,2327130
20-Feb-2026,24-Feb-2026,XX,"-","25,415.10","25,688.00","25,389.70","25,584.70","25,584.70","25,584.70",6905405,"1,76,67,26,54,879.50","1,76,67,26,54,879.50",12334010,-2061410
19-Feb-2026,24-Feb-2026,XX,"-","25,848.80","25,877.00","25,402.40","25,446.00","25,410.00","25,446.00",6179940,"1,58,25,57,26,681.00","1,58,25,57,26,681.00",14395420,-685425
19-Feb-2026,30-Mar-2026,XX,"-","25,990.00","26,030.00","25,555.50","25,600.00","25,563.50","25,600.00",2577835,"66,39,37,93,453.00","66,39,37,93,453.00",3284450,1118000
19-Feb-2026,28-Apr-2026,XX,"-","26,144.60","26,185.50","25,716.00","25,761.20","25,724.00","25,761.20",334945,"8,67,56,73,786.00","8,67,56,73,786.00",572975,69095
18-Feb-2026,28-Apr-2026,XX,"-","26,080.00","26,155.00","25,981.00","26,144.50","26,142.00","26,144.50",120380,"3,13,87,84,714.00","3,13,87,84,714.00",503880,24050
18-Feb-2026,30-Mar-2026,XX,"-","25,924.50","25,996.20","25,820.00","25,984.00","25,978.00","25,984.00",982995,"25,46,66,08,427.00","25,46,66,08,427.00",2166450,403130
18-Feb-2026,24-Feb-2026,XX,"-","25,752.00","25,844.80","25,660.00","25,827.80","25,827.00","25,827.80",3778190,"97,30,38,65,717.50","97,30,38,65,717.50",15080845,-361075
17-Feb-2026,28-Apr-2026,XX,"-","25,990.00","26,088.00","25,918.00","26,054.40","26,051.00","26,054.40",150865,"3,92,57,51,355.50","3,92,57,51,355.50",479830,15145
17-Feb-2026,30-Mar-2026,XX,"-","25,830.00","25,929.80","25,755.00","25,898.70","25,895.00","25,898.70",618410,"15,99,36,01,201.50","15,99,36,01,201.50",1763320,104715
17-Feb-2026,24-Feb-2026,XX,"-","25,643.00","25,777.00","25,582.50","25,739.40","25,736.00","25,739.40",4085185,"1,04,96,83,37,480.50","1,04,96,83,37,480.50",15441920,-143975
16-Feb-2026,30-Mar-2026,XX,"-","25,619.90","25,887.00","25,593.20","25,879.00","25,885.00","25,879.00",612235,"15,77,69,31,261.00","15,77,69,31,261.00",1658605,48360
16-Feb-2026,28-Apr-2026,XX,"-","25,805.00","26,049.00","25,755.20","26,037.80","26,046.00","26,037.80",205270,"5,32,06,81,327.00","5,32,06,81,327.00",464685,-19175
16-Feb-2026,24-Feb-2026,XX,"-","25,455.00","25,728.00","25,430.00","25,717.20","25,728.00","25,717.20",4216030,"1,07,92,89,79,372.50","1,07,92,89,79,372.50",15585895,-586430
13-Feb-2026,28-Apr-2026,XX,"-","26,020.10","26,053.50","25,809.50","25,855.10","25,814.40","25,855.10",321165,"8,32,64,00,296.50","8,32,64,00,296.50",483860,60385
13-Feb-2026,30-Mar-2026,XX,"-","25,855.30","25,900.00","25,646.80","25,688.60","25,652.20","25,688.60",703495,"18,12,54,02,347.00","18,12,54,02,347.00",1610245,225680
13-Feb-2026,24-Feb-2026,XX,"-","25,724.90","25,724.90","25,476.50","25,518.80","25,481.00","25,518.80",5808530,"1,48,69,24,60,696.00","1,48,69,24,60,696.00",16172325,875550
12-Feb-2026,28-Apr-2026,XX,"-","26,268.10","26,268.10","26,140.60","26,180.00","26,173.70","26,180.00",92950,"2,43,61,18,054.50","2,43,61,18,054.50",423475,16900
12-Feb-2026,30-Mar-2026,XX,"-","26,118.30","26,118.30","25,982.00","26,025.30","26,020.50","26,025.30",355420,"9,25,90,45,809.00","9,25,90,45,809.00",1384565,82030
12-Feb-2026,24-Feb-2026,XX,"-","25,950.00","25,966.50","25,820.00","25,858.20","25,849.10","25,858.20",3910010,"1,01,22,69,90,663.50","1,01,22,69,90,663.50",15296775,291720
11-Feb-2026,28-Apr-2026,XX,"-","26,350.00","26,375.00","26,275.00","26,312.40","26,305.00","26,312.40",87360,"2,29,98,09,609.50","2,29,98,09,609.50",406575,12090
11-Feb-2026,30-Mar-2026,XX,"-","26,200.00","26,219.70","26,114.50","26,151.00","26,144.20","26,151.00",260780,"6,82,39,54,767.50","6,82,39,54,767.50",1302535,18720
11-Feb-2026,24-Feb-2026,XX,"-","26,050.00","26,068.00","25,955.00","25,994.20","25,989.70","25,994.20",3451370,"89,77,37,10,760.50","89,77,37,10,760.50",15005055,6370
10-Feb-2026,28-Apr-2026,XX,"-","26,250.00","26,349.00","26,250.00","26,295.30","26,282.00","26,295.30",156260,"4,11,13,26,095.50","4,11,13,26,095.50",394485,26130
10-Feb-2026,30-Mar-2026,XX,"-","26,121.00","26,195.00","26,097.90","26,138.70","26,122.00","26,138.70",330655,"8,64,70,82,132.00","8,64,70,82,132.00",1283815,18915
10-Feb-2026,24-Feb-2026,XX,"-","25,961.00","26,044.00","25,940.50","25,985.60","25,969.20","25,985.60",3842930,"99,89,16,78,464.50","99,89,16,78,464.50",14998685,-277420
09-Feb-2026,30-Mar-2026,XX,"-","26,000.00","26,095.00","26,000.00","26,068.80","26,060.00","26,068.80",320125,"8,34,18,97,122.00","8,34,18,97,122.00",1264900,16575
09-Feb-2026,24-Feb-2026,XX,"-","25,921.00","25,940.90","25,854.50","25,915.40","25,909.00","25,915.40",4135365,"1,07,10,84,79,497.50","1,07,10,84,79,497.50",15276105,-672425
09-Feb-2026,28-Apr-2026,XX,"-","26,200.00","26,249.40","26,155.30","26,227.30","26,220.00","26,227.30",130065,"3,40,89,43,655.00","3,40,89,43,655.00",368355,25090
06-Feb-2026,30-Mar-2026,XX,"-","25,808.70","25,900.00","25,738.00","25,891.90","25,886.30","25,891.90",311155,"8,03,35,43,817.00","8,03,35,43,817.00",1248325,-2210
06-Feb-2026,28-Apr-2026,XX,"-","25,997.00","26,054.90","25,888.00","26,045.50","26,045.00","26,045.50",121810,"3,16,35,90,917.50","3,16,35,90,917.50",343265,2470
06-Feb-2026,24-Feb-2026,XX,"-","25,643.00","25,745.00","25,567.20","25,735.10","25,729.80","25,735.10",5486455,"1,40,78,94,21,188.00","1,40,78,94,21,188.00",15948530,359385
05-Feb-2026,28-Apr-2026,XX,"-","26,162.70","26,162.70","25,990.00","26,047.10","26,033.00","26,047.10",116935,"3,04,56,54,969.50","3,04,56,54,969.50",340795,9360
05-Feb-2026,24-Feb-2026,XX,"-","25,799.00","25,812.70","25,670.00","25,725.00","25,720.00","25,725.00",4359940,"1,12,18,00,58,549.00","1,12,18,00,58,549.00",15589145,108225
05-Feb-2026,30-Mar-2026,XX,"-","25,964.90","25,972.80","25,840.00","25,891.50","25,877.80","25,891.50",291720,"7,55,48,42,321.00","7,55,48,42,321.00",1250535,27820
04-Feb-2026,30-Mar-2026,XX,"-","25,780.20","26,069.30","25,780.20","26,013.10","25,990.00","26,013.10",356070,"9,25,51,06,991.00","9,25,51,06,991.00",1222715,59215
04-Feb-2026,28-Apr-2026,XX,"-","26,219.70","26,219.80","26,025.00","26,162.70","26,145.00","26,162.70",116935,"3,05,69,45,944.00","3,05,69,45,944.00",331435,16250
04-Feb-2026,24-Feb-2026,XX,"-","25,735.50","25,910.00","25,710.00","25,848.80","25,830.00","25,848.80",4942600,"1,27,65,38,95,167.50","1,27,65,38,95,167.50",15480920,-475540
03-Feb-2026,28-Apr-2026,XX,"-","26,300.00","26,610.70","26,020.00","26,122.00","26,115.00","26,122.00",409175,"10,70,27,81,706.50","10,70,27,81,706.50",315185,73970
03-Feb-2026,24-Feb-2026,XX,"-","26,200.00","26,320.00","25,725.00","25,817.10","25,823.10","25,817.10",18162300,"4,70,16,65,13,927.50","4,70,16,65,13,927.50",15956460,-1446640
03-Feb-2026,30-Mar-2026,XX,"-","26,227.00","26,440.00","25,880.00","25,976.70","25,973.60","25,976.70",1141725,"29,71,30,02,488.00","29,71,30,02,488.00",1163500,-116545
02-Feb-2026,24-Feb-2026,XX,"-","24,800.00","25,159.00","24,758.50","25,141.80","25,149.60","25,141.80",9239490,"2,30,62,23,93,176.50","2,30,62,23,93,176.50",17403100,-1353040
02-Feb-2026,30-Mar-2026,XX,"-","25,044.90","25,313.00","24,919.80","25,297.40","25,306.90","25,297.40",565825,"14,20,96,05,871.50","14,20,96,05,871.50",1280045,-585
02-Feb-2026,28-Apr-2026,XX,"-","25,066.60","25,449.00","25,066.60","25,433.40","25,435.90","25,433.40",244140,"6,16,43,57,985.50","6,16,43,57,985.50",241215,51350
01-Feb-2026,30-Mar-2026,XX,"-","25,521.10","25,682.80","24,814.00","25,029.60","24,970.00","25,029.60",927225,"23,48,87,95,681.00","23,48,87,95,681.00",1280630,-17095
01-Feb-2026,28-Apr-2026,XX,"-","25,745.00","25,840.00","24,979.80","25,192.60","25,124.00","25,192.60",323700,"8,23,86,71,733.50","8,23,86,71,733.50",189865,42705
01-Feb-2026,24-Feb-2026,XX,"-","25,425.00","25,524.40","24,635.90","24,853.50","24,791.80","24,853.50",14454050,"3,63,05,00,17,915.00","3,63,05,00,17,915.00",18756140,527605
30-Jan-2026,28-Apr-2026,XX,"-","25,812.80","25,812.80","25,632.00","25,749.00","25,745.00","25,749.00",138320,"3,55,66,30,714.00","3,55,66,30,714.00",147160,20865
30-Jan-2026,24-Feb-2026,XX,"-","25,412.50","25,468.80","25,298.00","25,416.40","25,425.00","25,416.40",6958250,"1,76,63,71,69,072.00","1,76,63,71,69,072.00",18228535,402090
30-Jan-2026,30-Mar-2026,XX,"-","25,606.60","25,639.00","25,475.20","25,582.80","25,593.00","25,582.80",402610,"10,28,97,25,829.50","10,28,97,25,829.50",1297725,32305
29-Jan-2026,28-Apr-2026,XX,"-","25,770.00","25,884.40","25,599.70","25,858.20","25,863.70","25,858.20",173485,"4,46,68,23,107.50","4,46,68,23,107.50",126295,61165
29-Jan-2026,30-Mar-2026,XX,"-","25,600.10","25,738.40","25,448.90","25,707.10","25,710.00","25,707.10",538395,"13,76,93,44,686.50","13,76,93,44,686.50",1265420,38415
29-Jan-2026,24-Feb-2026,XX,"-","25,400.00","25,564.80","25,262.50","25,536.30","25,539.00","25,536.30",9029150,"2,29,49,33,78,426.00","2,29,49,33,78,426.00",17826445,1238900
28-Jan-2026,30-Mar-2026,XX,"-","25,597.40","25,668.10","25,486.90","25,630.30","25,624.40","25,630.30",462800,"11,84,33,51,286.00","11,84,33,51,286.00",1227005,46280
28-Jan-2026,28-Apr-2026,XX,"-","25,650.00","25,802.40","25,638.30","25,778.80","25,777.10","25,778.80",142480,"3,66,72,91,972.50","3,66,72,91,972.50",65130,65130
28-Jan-2026,24-Feb-2026,XX,"-","25,435.00","25,490.00","25,300.10","25,450.40","25,456.00","25,450.40",7094555,"1,80,29,67,51,342.50","1,80,29,67,51,342.50",16587545,341835
27-Jan-2026,24-Feb-2026,XX,"-","25,260.00","25,431.10","25,100.00","25,382.60","25,427.20","25,382.60",10598510,"2,67,84,09,61,693.50","2,67,84,09,61,693.50",16245710,4501250
27-Jan-2026,27-Jan-2026,XX,"-","25,184.00","25,205.00","24,957.00","25,164.20","25,173.90","25,175.40",6903260,"1,73,27,42,90,566.00","1,73,27,42,90,566.00",7205965,-2151110
27-Jan-2026,30-Mar-2026,XX,"-","25,474.00","25,610.40","25,290.00","25,569.30","25,597.30","25,569.30",650845,"16,55,83,74,222.00","16,55,83,74,222.00",1180725,103805
23-Jan-2026,30-Mar-2026,XX,"-","25,697.60","25,697.60","25,356.60","25,387.70","25,391.00","25,387.70",556725,"14,19,73,28,847.00","14,19,73,28,847.00",1076920,213005
23-Jan-2026,24-Feb-2026,XX,"-","25,496.00","25,497.40","25,170.00","25,202.60","25,207.60","25,202.60",6120790,"1,54,99,38,49,744.50","1,54,99,38,49,744.50",11744460,3904615
23-Jan-2026,27-Jan-2026,XX,"-","25,379.90","25,379.90","25,045.70","25,079.80","25,080.00","25,079.80",7055490,"1,77,80,59,85,643.00","1,77,80,59,85,643.00",9357075,-2915250
22-Jan-2026,27-Jan-2026,XX,"-","25,330.00","25,475.00","25,200.00","25,349.80","25,375.00","25,349.80",10481055,"2,65,35,67,61,923.50","2,65,35,67,61,923.50",12272325,-2493530
22-Jan-2026,24-Feb-2026,XX,"-","25,450.00","25,590.00","25,323.80","25,464.70","25,496.00","25,464.70",5217095,"1,32,62,85,83,529.00","1,32,62,85,83,529.00",7839845,3308370
22-Jan-2026,30-Mar-2026,XX,"-","25,650.00","25,800.00","25,524.50","25,688.40","25,697.60","25,688.40",483015,"12,38,75,17,298.00","12,38,75,17,298.00",863915,22425
21-Jan-2026,27-Jan-2026,XX,"-","25,236.50","25,340.00","24,961.00","25,178.20","25,190.00","25,178.20",10363145,"2,60,95,07,80,915.50","2,60,95,07,80,915.50",14765855,-1726400
21-Jan-2026,24-Feb-2026,XX,"-","25,397.90","25,474.70","25,100.00","25,309.20","25,320.00","25,309.20",3283020,"83,09,96,34,189.00","83,09,96,34,189.00",4531475,1580800
21-Jan-2026,30-Mar-2026,XX,"-","25,412.10","25,659.60","25,283.50","25,499.70","25,510.00","25,499.70",520650,"13,27,58,74,716.00","13,27,58,74,716.00",841490,44265
20-Jan-2026,30-Mar-2026,XX,"-","25,911.90","25,927.30","25,555.00","25,592.70","25,589.00","25,592.70",421265,"10,84,26,39,645.50","10,84,26,39,645.50",797225,175630
20-Jan-2026,24-Feb-2026,XX,"-","25,718.00","25,746.70","25,366.30","25,397.90","25,404.00","25,397.90",1442935,"36,86,63,18,242.00","36,86,63,18,242.00",2950675,780455
20-Jan-2026,27-Jan-2026,XX,"-","25,600.00","25,604.80","25,224.60","25,259.20","25,268.00","25,259.20",6389500,"1,62,27,25,23,562.50","1,62,27,25,23,562.50",16492255,90415
19-Jan-2026,27-Jan-2026,XX,"-","25,626.00","25,680.00","25,530.00","25,596.00","25,574.00","25,596.00",4856605,"1,24,31,97,60,695.00","1,24,31,97,60,695.00",16401840,-166075
19-Jan-2026,24-Feb-2026,XX,"-","25,810.10","25,818.30","25,676.80","25,737.80","25,716.00","25,737.80",780195,"20,07,85,49,874.50","20,07,85,49,874.50",2170220,308815
19-Jan-2026,30-Mar-2026,XX,"-","26,010.00","26,010.00","25,864.00","25,924.70","25,900.00","25,924.70",274235,"7,10,66,35,146.00","7,10,66,35,146.00",621595,111930
16-Jan-2026,27-Jan-2026,XX,"-","25,784.00","25,958.00","25,722.00","25,751.50","25,749.40","25,751.50",6013995,"1,55,35,01,58,951.00","1,55,35,01,58,951.00",16567915,-446745
16-Jan-2026,24-Feb-2026,XX,"-","25,917.00","26,090.40","25,872.00","25,894.70","25,890.00","25,894.70",581425,"15,09,85,84,715.50","15,09,85,84,715.50",1861405,104325
16-Jan-2026,30-Mar-2026,XX,"-","26,089.90","26,265.00","26,055.00","26,071.10","26,078.00","26,071.10",206180,"5,39,31,70,126.50","5,39,31,70,126.50",509665,-1105
14-Jan-2026,24-Feb-2026,XX,"-","25,916.00","25,991.40","25,812.30","25,867.90","25,863.60","25,867.90",395980,"10,25,47,91,456.00","10,25,47,91,456.00",1757080,36075
14-Jan-2026,27-Jan-2026,XX,"-","25,750.10","25,850.00","25,670.00","25,719.00","25,728.00","25,719.00",4592965,"1,18,28,53,40,907.50","1,18,28,53,40,907.50",17014660,-14560
14-Jan-2026,30-Mar-2026,XX,"-","26,050.00","26,166.00","26,000.00","26,046.90","26,049.00","26,046.90",191035,"4,98,17,23,168.50","4,98,17,23,168.50",510770,19695
13-Jan-2026,27-Jan-2026,XX,"-","25,911.00","25,934.80","25,661.10","25,790.80","25,780.40","25,790.80",5686330,"1,46,65,41,07,171.00","1,46,65,41,07,171.00",17029220,213070
13-Jan-2026,30-Mar-2026,XX,"-","26,350.00","26,350.00","26,001.00","26,109.00","26,096.50","26,109.00",191295,"4,99,58,93,038.50","4,99,58,93,038.50",491075,16835
13-Jan-2026,24-Feb-2026,XX,"-","26,062.10","26,069.90","25,811.20","25,927.30","25,916.00","25,927.30",441480,"11,44,87,32,217.00","11,44,87,32,217.00",1721005,23985
12-Jan-2026,30-Mar-2026,XX,"-","26,000.20","26,220.00","25,905.00","26,198.20","26,195.70","26,198.20",325520,"8,48,23,12,585.50","8,48,23,12,585.50",474240,42868
12-Jan-2026,24-Feb-2026,XX,"-","25,949.90","26,035.00","25,715.00","26,017.50","26,020.00","26,017.50",634985,"16,43,52,98,795.50","16,43,52,98,795.50",1697020,48523
12-Jan-2026,27-Jan-2026,XX,"-","25,770.00","25,899.00","25,573.20","25,876.00","25,880.00","25,876.00",7919145,"2,03,88,27,80,133.50","2,03,88,27,80,133.50",16816150,-58013
09-Jan-2026,27-Jan-2026,XX,"-","25,966.00","26,031.60","25,725.00","25,788.30","25,810.80","25,788.30",5830435,"1,50,75,38,52,314.00","1,50,75,38,52,314.00",16876470,614250
09-Jan-2026,24-Feb-2026,XX,"-","26,110.00","26,170.00","25,870.00","25,933.60","25,960.00","25,933.60",604175,"15,71,19,50,904.00","15,71,19,50,904.00",1648660,103675
09-Jan-2026,30-Mar-2026,XX,"-","26,295.00","26,361.20","26,064.10","26,125.00","26,145.00","26,125.00",273195,"7,15,72,66,005.50","7,15,72,66,005.50",431600,62140
08-Jan-2026,24-Feb-2026,XX,"-","26,329.90","26,359.10","26,105.00","26,128.10","26,110.00","26,128.10",546390,"14,32,19,99,945.50","14,32,19,99,945.50",1544985,214305
08-Jan-2026,27-Jan-2026,XX,"-","26,190.00","26,210.00","25,965.00","25,985.60","25,965.00","25,985.60",6913790,"1,80,23,12,29,938.50","1,80,23,12,29,938.50",16262220,2188095
08-Jan-2026,30-Mar-2026,XX,"-","26,535.00","26,540.00","26,301.00","26,327.40","26,301.00","26,327.40",231270,"6,10,62,34,355.00","6,10,62,34,355.00",369460,66820
07-Jan-2026,24-Feb-2026,XX,"-","26,400.00","26,439.50","26,335.00","26,381.70","26,383.00","26,381.70",275925,"7,27,70,23,760.50","7,27,70,23,760.50",1330680,40885
07-Jan-2026,30-Mar-2026,XX,"-","26,575.00","26,625.00","26,526.00","26,567.70","26,570.00","26,567.70",128895,"3,42,29,76,563.50","3,42,29,76,563.50",302640,26130
07-Jan-2026,27-Jan-2026,XX,"-","26,234.90","26,298.00","26,186.00","26,235.30","26,237.90","26,235.30",3569800,"93,64,98,06,425.50","93,64,98,06,425.50",14074125,10010
06-Jan-2026,27-Jan-2026,XX,"-","26,354.00","26,399.00","26,255.00","26,285.10","26,281.90","26,285.10",4330495,"1,13,94,90,87,850.00","1,13,94,90,87,850.00",14064115,218400
06-Jan-2026,24-Feb-2026,XX,"-","26,479.20","26,539.00","26,401.00","26,427.70","26,425.00","26,427.70",238940,"6,32,01,13,091.50","6,32,01,13,091.50",1289795,61425
06-Jan-2026,30-Mar-2026,XX,"-","26,650.00","26,718.10","26,590.10","26,610.50","26,610.00","26,610.50",96135,"2,56,03,06,638.50","2,56,03,06,638.50",276510,16250
05-Jan-2026,30-Mar-2026,XX,"-","26,770.10","26,825.00","26,640.10","26,657.40","26,655.00","26,657.40",142480,"3,80,77,95,348.50","3,80,77,95,348.50",260260,28145
05-Jan-2026,24-Feb-2026,XX,"-","26,615.10","26,644.00","26,455.00","26,477.20","26,476.00","26,477.20",358735,"9,52,48,41,527.50","9,52,48,41,527.50",1228370,-7475
05-Jan-2026,27-Jan-2026,XX,"-","26,500.00","26,510.00","26,308.50","26,331.30","26,329.00","26,331.30",5166525,"1,36,38,71,06,225.50","1,36,38,71,06,225.50",13845715,143715
02-Jan-2026,27-Jan-2026,XX,"-","26,306.00","26,480.00","26,306.00","26,455.40","26,478.30","26,455.40",4165915,"1,10,02,89,95,316.50","1,10,02,89,95,316.50",13702000,-301665
02-Jan-2026,24-Feb-2026,XX,"-","26,477.90","26,615.70","26,459.00","26,591.50","26,615.00","26,591.50",261560,"6,94,44,23,310.50","6,94,44,23,310.50",1235845,29705
02-Jan-2026,30-Mar-2026,XX,"-","26,648.90","26,799.90","26,643.80","26,772.60","26,795.00","26,772.60",117195,"3,13,30,67,886.00","3,13,30,67,886.00",232115,62205
01-Jan-2026,24-Feb-2026,XX,"-","26,479.90","26,482.90","26,403.00","26,436.90","26,430.00","26,436.90",110695,"2,92,68,40,026.50","2,92,68,40,026.50",1206140,10530
01-Jan-2026,27-Jan-2026,XX,"-","26,332.00","26,339.60","26,261.00","26,290.40","26,291.00","26,290.40",2035735,"53,53,83,45,308.50","53,53,83,45,308.50",14003665,-22815
01-Jan-2026,30-Mar-2026,XX,"-","26,635.00","26,654.50","26,590.10","26,621.00","26,620.90","26,621.00",57525,"1,53,13,57,178.00","1,53,13,57,178.00",169910,31395
31-Dec-2025,30-Mar-2026,XX,"-","26,428.70","26,641.00","26,397.90","26,617.10","26,622.00","26,617.10",165945,"4,40,44,58,610.50","4,40,44,58,610.50",138515,138515
31-Dec-2025,24-Feb-2026,XX,"-","26,299.90","26,460.00","26,275.00","26,438.00","26,444.00","26,438.00",331305,"8,74,00,49,097.00","8,74,00,49,097.00",1195610,46995
31-Dec-2025,27-Jan-2026,XX,"-","26,145.00","26,325.00","26,130.20","26,296.30","26,304.80","26,296.30",4741230,"1,24,39,66,90,697.50","1,24,39,66,90,697.50",14026480,67990
30-Dec-2025,24-Feb-2026,XX,"-","26,240.00","26,285.10","26,185.00","26,258.40","26,276.80","26,258.40",354965,"9,31,06,28,749.50","9,31,06,28,749.50",1148615,205855
30-Dec-2025,27-Jan-2026,XX,"-","26,098.00","26,144.40","26,040.30","26,118.80","26,135.00","26,118.80",7162610,"1,86,88,04,80,143.50","1,86,88,04,80,143.50",13958490,4506905
30-Dec-2025,30-Dec-2025,XX,"-","25,922.00","25,983.50","25,880.10","25,936.80","25,937.40","25,938.85",5378625,"1,39,45,84,11,765.00","1,39,45,84,11,765.00",5790000,-1605750
29-Dec-2025,27-Jan-2026,XX,"-","26,231.00","26,272.00","26,101.00","26,121.30","26,119.00","26,121.30",6181890,"1,61,70,25,90,510.50","1,61,70,25,90,510.50",9451585,3950960
29-Dec-2025,24-Feb-2026,XX,"-","26,370.00","26,409.30","26,245.10","26,265.40","26,265.00","26,265.40",316485,"8,32,29,73,022.00","8,32,29,73,022.00",942760,157625
29-Dec-2025,30-Dec-2025,XX,"-","26,080.00","26,100.20","25,934.60","25,957.20","25,955.80","25,957.20",6473475,"1,68,26,04,82,012.50","1,68,26,04,82,012.50",7395750,-2968950
26-Dec-2025,27-Jan-2026,XX,"-","26,330.00","26,330.00","26,213.00","26,234.50","26,236.00","26,234.50",3838315,"1,00,73,68,32,092.00","1,00,73,68,32,092.00",5500625,2274935
26-Dec-2025,30-Dec-2025,XX,"-","26,139.00","26,149.00","26,041.00","26,060.20","26,058.00","26,060.20",5961375,"1,55,46,56,06,242.50","1,55,46,56,06,242.50",10364700,-2208000
26-Dec-2025,24-Feb-2026,XX,"-","26,461.00","26,469.00","26,353.60","26,369.10","26,367.00","26,369.10",208975,"5,51,48,46,746.50","5,51,48,46,746.50",785135,68250
24-Dec-2025,24-Feb-2026,XX,"-","26,600.00","26,600.00","26,481.20","26,498.60","26,494.80","26,498.60",120315,"3,19,30,39,037.50","3,19,30,39,037.50",716885,39195
24-Dec-2025,30-Dec-2025,XX,"-","26,228.00","26,269.70","26,151.70","26,173.10","26,164.10","26,173.10",3309750,"86,72,26,11,622.50","86,72,26,11,622.50",12572700,-1060950
24-Dec-2025,27-Jan-2026,XX,"-","26,399.00","26,448.00","26,337.50","26,351.90","26,345.00","26,351.90",1459510,"38,50,32,15,530.00","38,50,32,15,530.00",3225690,772460
23-Dec-2025,27-Jan-2026,XX,"-","26,382.90","26,440.00","26,343.00","26,392.80","26,387.00","26,392.80",897585,"23,69,21,76,638.00","23,69,21,76,638.00",2453230,398645
23-Dec-2025,30-Dec-2025,XX,"-","26,240.00","26,259.00","26,163.00","26,206.90","26,202.10","26,206.90",3081975,"80,79,07,94,317.50","80,79,07,94,317.50",13633650,-824850
23-Dec-2025,24-Feb-2026,XX,"-","26,545.00","26,585.00","26,491.00","26,536.30","26,531.00","26,536.30",124605,"3,30,73,10,597.50","3,30,73,10,597.50",677690,25740
22-Dec-2025,30-Dec-2025,XX,"-","26,150.00","26,206.50","26,130.00","26,197.90","26,201.40","26,197.90",3584775,"93,85,92,69,817.50","93,85,92,69,817.50",14458500,-701850
22-Dec-2025,27-Jan-2026,XX,"-","26,289.80","26,383.90","26,262.10","26,377.40","26,382.00","26,377.40",934310,"24,62,28,79,853.00","24,62,28,79,853.00",2054585,332800
