Date,Expiry Date,Option Type,Strike Price,Open Price,High Price,Low Price,Close Price,Last Price,Settlement Price,Volume,Value  (₹ Lakhs) ,Premium Value  (₹ Lakhs) ,Open Interest,Change in OI
15-Sep-2025,28-Oct-2025,XX,"-","25,319.90","25,321.10","25,271.20","25,284.00","25,281.00","25,284.00",213375,"5,39,66,34,742.50","5,39,66,34,742.50",1495725,56700
15-Sep-2025,30-Sep-2025,XX,"-","25,200.60","25,204.00","25,147.30","25,164.70","25,169.00","25,164.70",2572575,"64,75,46,35,477.50","64,75,46,35,477.50",16654725,16950
12-Sep-2025,30-Sep-2025,XX,"-","25,126.30","25,222.80","25,126.30","25,205.00","25,210.10","25,205.00",3118725,"78,55,51,73,467.50","78,55,51,73,467.50",16637775,-424950
12-Sep-2025,28-Oct-2025,XX,"-","25,257.60","25,338.00","25,245.60","25,321.80","25,327.80","25,321.80",327900,"8,29,72,37,550.00","8,29,72,37,550.00",1439025,88575
12-Sep-2025,25-Nov-2025,XX,"-","25,372.90","25,458.30","25,370.00","25,438.80","25,446.40","25,438.80",98400,"2,50,14,71,610.00","2,50,14,71,610.00",351375,23775
11-Sep-2025,30-Sep-2025,XX,"-","25,049.00","25,119.50","25,048.10","25,104.50","25,110.00","25,104.50",2142075,"53,74,76,30,625.00","53,74,76,30,625.00",17062725,-168300
11-Sep-2025,28-Oct-2025,XX,"-","25,178.30","25,233.90","25,167.90","25,222.10","25,222.10","25,222.10",177975,"4,48,61,17,972.50","4,48,61,17,972.50",1350450,46950
11-Sep-2025,25-Nov-2025,XX,"-","25,448.30","25,448.30","25,286.40","25,341.60","25,345.00","25,341.60",58200,"1,47,39,24,315.00","1,47,39,24,315.00",327600,15825
10-Sep-2025,25-Nov-2025,XX,"-","25,260.00","25,355.00","25,240.40","25,307.50","25,315.00","25,307.50",123975,"3,13,68,96,412.50","3,13,68,96,412.50",311775,37875
10-Sep-2025,28-Oct-2025,XX,"-","25,150.00","25,239.90","25,122.60","25,188.60","25,193.00","25,188.60",379125,"9,54,83,12,437.50","9,54,83,12,437.50",1303500,29850
10-Sep-2025,30-Sep-2025,XX,"-","25,021.60","25,125.00","25,001.10","25,072.30","25,079.00","25,072.30",4959600,"1,24,34,68,65,210.00","1,24,34,68,65,210.00",17231025,299475
09-Sep-2025,30-Sep-2025,XX,"-","24,931.20","24,969.00","24,910.00","24,950.30","24,961.00","24,950.30",2780175,"69,35,36,03,422.50","69,35,36,03,422.50",16931550,-41700
09-Sep-2025,28-Oct-2025,XX,"-","25,007.40","25,080.00","25,007.40","25,065.30","25,068.00","25,065.30",172650,"4,32,64,42,102.50","4,32,64,42,102.50",1273650,20550
09-Sep-2025,25-Nov-2025,XX,"-","25,172.80","25,197.00","25,149.20","25,181.80","25,190.00","25,181.80",69675,"1,75,42,56,405.00","1,75,42,56,405.00",273900,28125
08-Sep-2025,28-Oct-2025,XX,"-","25,020.10","25,093.90","24,975.00","25,007.40","25,025.80","25,007.40",304125,"7,61,38,48,117.50","7,61,38,48,117.50",1253100,34725
08-Sep-2025,30-Sep-2025,XX,"-","24,888.50","24,979.00","24,862.20","24,892.70","24,900.80","24,892.70",4474800,"1,11,50,60,64,300.00","1,11,50,60,64,300.00",16973250,-124500
08-Sep-2025,25-Nov-2025,XX,"-","25,119.90","25,211.00","25,092.80","25,121.70","25,142.00","25,121.70",144375,"3,63,23,38,590.00","3,63,23,38,590.00",245775,62175
05-Sep-2025,30-Sep-2025,XX,"-","24,855.30","24,927.00","24,720.40","24,847.70","24,849.60","24,847.70",5535150,"1,37,38,16,59,462.50","1,37,38,16,59,462.50",17097750,139875
05-Sep-2025,28-Oct-2025,XX,"-","24,989.40","25,040.50","24,840.10","24,964.50","24,957.40","24,964.50",322725,"8,04,65,51,632.50","8,04,65,51,632.50",1218375,84825
05-Sep-2025,25-Nov-2025,XX,"-","25,130.00","25,152.70","24,963.00","25,085.00","25,077.40","25,085.00",106650,"2,67,23,30,385.00","2,67,23,30,385.00",183600,6150
04-Sep-2025,30-Sep-2025,XX,"-","24,926.30","25,048.50","24,809.70","24,827.50","24,836.00","24,827.50",6221325,"1,55,05,18,69,342.50","1,55,05,18,69,342.50",16957875,456000
04-Sep-2025,28-Oct-2025,XX,"-","25,030.00","25,150.00","24,930.00","24,947.80","24,953.00","24,947.80",379275,"9,50,03,00,992.50","9,50,03,00,992.50",1133550,56700
04-Sep-2025,25-Nov-2025,XX,"-","25,200.00","25,264.80","25,051.10","25,069.80","25,076.20","25,069.80",105000,"2,64,20,74,177.50","2,64,20,74,177.50",177450,13875
03-Sep-2025,25-Nov-2025,XX,"-","24,914.50","25,070.00","24,880.00","25,052.40","25,049.00","25,052.40",72750,"1,81,69,22,542.50","1,81,69,22,542.50",163575,15225
03-Sep-2025,28-Oct-2025,XX,"-","24,808.80","24,950.00","24,756.40","24,933.00","24,931.40","24,933.00",233175,"5,79,53,40,975.00","5,79,53,40,975.00",1076850,46500
03-Sep-2025,30-Sep-2025,XX,"-","24,680.00","24,837.00","24,638.50","24,813.10","24,820.00","24,813.10",4235175,"1,04,78,32,92,922.50","1,04,78,32,92,922.50",16501875,5550
02-Sep-2025,30-Sep-2025,XX,"-","24,750.00","24,874.70","24,651.90","24,691.80","24,682.20","24,691.80",5618325,"1,39,20,10,41,660.00","1,39,20,10,41,660.00",16496325,-124725
02-Sep-2025,28-Oct-2025,XX,"-","24,881.60","24,990.00","24,770.00","24,808.90","24,800.00","24,808.90",426900,"10,62,95,72,460.00","10,62,95,72,460.00",1030350,42975
02-Sep-2025,25-Nov-2025,XX,"-","25,000.00","25,105.30","24,895.40","24,926.50","24,914.50","24,926.50",165300,"4,13,37,43,020.00","4,13,37,43,020.00",148350,62775
01-Sep-2025,28-Oct-2025,XX,"-","24,699.00","24,882.10","24,693.50","24,874.00","24,881.70","24,874.00",252225,"6,25,92,38,437.50","6,25,92,38,437.50",987375,14850
01-Sep-2025,30-Sep-2025,XX,"-","24,581.10","24,760.00","24,581.00","24,748.00","24,759.00","24,748.00",3910500,"96,58,06,74,495.00","96,58,06,74,495.00",16621050,10950
01-Sep-2025,25-Nov-2025,XX,"-","24,847.10","24,998.00","24,839.70","24,990.60","24,995.00","24,990.60",72000,"1,79,53,16,160.00","1,79,53,16,160.00",85575,38250
29-Aug-2025,30-Sep-2025,XX,"-","24,650.00","24,710.00","24,546.00","24,568.50","24,577.30","24,568.50",5154825,"1,27,01,33,08,860.00","1,27,01,33,08,860.00",16610100,583050
29-Aug-2025,25-Nov-2025,XX,"-","24,880.00","24,952.00","24,791.60","24,810.90","24,807.00","24,810.90",92925,"2,31,21,24,090.00","2,31,21,24,090.00",47325,47325
29-Aug-2025,28-Oct-2025,XX,"-","24,753.90","24,829.90","24,665.00","24,684.30","24,699.00","24,684.30",405300,"10,02,80,66,527.50","10,02,80,66,527.50",972525,83625
28-Aug-2025,28-Oct-2025,XX,"-","24,950.00","24,955.40","24,755.00","24,773.90","24,785.60","24,773.90",576150,"14,30,75,43,232.50","14,30,75,43,232.50",888900,246525
28-Aug-2025,30-Sep-2025,XX,"-","24,751.80","24,836.00","24,627.30","24,651.70","24,668.40","24,651.70",9041475,"2,23,33,53,55,087.50","2,23,33,53,55,087.50",16027050,4619325
28-Aug-2025,28-Aug-2025,XX,"-","24,689.80","24,709.60","24,478.00","24,496.30","24,500.00","24,500.90",7030050,"1,72,79,50,69,582.50","1,72,79,50,69,582.50",3311925,-3611400
26-Aug-2025,28-Aug-2025,XX,"-","24,903.00","24,940.00","24,710.00","24,731.50","24,724.10","24,731.50",8239800,"2,04,28,37,92,972.50","2,04,28,37,92,972.50",6923325,-4110075
26-Aug-2025,30-Sep-2025,XX,"-","25,050.00","25,075.00","24,837.10","24,857.50","24,856.30","24,857.50",7911375,"1,97,12,73,44,190.00","1,97,12,73,44,190.00",11407725,4729050
26-Aug-2025,28-Oct-2025,XX,"-","25,182.30","25,196.60","24,971.00","24,989.50","24,985.60","24,989.50",387825,"9,71,45,08,672.50","9,71,45,08,672.50",642375,161550
25-Aug-2025,30-Sep-2025,XX,"-","25,078.90","25,162.90","25,050.00","25,122.80","25,128.20","25,122.80",4584525,"1,15,16,67,27,382.50","1,15,16,67,27,382.50",6678675,3605550
25-Aug-2025,28-Aug-2025,XX,"-","24,950.10","25,030.00","24,914.10","24,989.70","24,992.20","24,989.70",7277175,"1,81,81,70,84,625.00","1,81,81,70,84,625.00",11033400,-3114075
25-Aug-2025,28-Oct-2025,XX,"-","25,215.00","25,288.00","25,175.40","25,251.30","25,254.10","25,251.30",150150,"3,78,88,37,572.50","3,78,88,37,572.50",480825,11550
22-Aug-2025,30-Sep-2025,XX,"-","25,234.90","25,234.90","25,032.60","25,039.20","25,037.00","25,039.20",1539675,"38,64,53,76,592.50","38,64,53,76,592.50",3073125,711600
22-Aug-2025,28-Oct-2025,XX,"-","25,345.00","25,345.10","25,158.00","25,166.10","25,168.60","25,166.10",237825,"5,99,74,77,682.50","5,99,74,77,682.50",469275,47850
22-Aug-2025,28-Aug-2025,XX,"-","25,094.00","25,099.00","24,887.40","24,898.20","24,890.00","24,898.20",5388675,"1,34,48,24,35,455.00","1,34,48,24,35,455.00",14147475,-845850
21-Aug-2025,28-Aug-2025,XX,"-","25,111.10","25,179.00","25,086.00","25,122.50","25,110.40","25,122.50",4135200,"1,03,95,29,54,017.50","1,03,95,29,54,017.50",14993325,-895950
21-Aug-2025,30-Sep-2025,XX,"-","25,258.90","25,310.90","25,225.90","25,260.30","25,255.00","25,260.30",1113825,"28,15,28,64,592.50","28,15,28,64,592.50",2361525,579750
21-Aug-2025,28-Oct-2025,XX,"-","25,345.80","25,430.00","25,345.00","25,386.30","25,378.00","25,386.30",127650,"3,24,21,75,847.50","3,24,21,75,847.50",421425,27075
20-Aug-2025,28-Oct-2025,XX,"-","25,282.90","25,361.50","25,222.10","25,345.80","25,336.00","25,345.80",113700,"2,87,81,44,972.50","2,87,81,44,972.50",394350,26475
20-Aug-2025,30-Sep-2025,XX,"-","25,145.00","25,245.00","25,100.30","25,226.60","25,222.10","25,226.60",729450,"18,37,56,96,097.50","18,37,56,96,097.50",1781775,277050
20-Aug-2025,28-Aug-2025,XX,"-","24,974.90","25,108.10","24,960.00","25,083.30","25,077.00","25,083.30",4084125,"1,02,27,16,47,217.50","1,02,27,16,47,217.50",15889275,-342300
19-Aug-2025,28-Aug-2025,XX,"-","24,958.00","25,060.90","24,922.30","25,033.50","25,036.00","25,033.50",3552900,"88,84,08,65,115.00","88,84,08,65,115.00",16231575,-205650
19-Aug-2025,30-Sep-2025,XX,"-","25,100.10","25,199.00","25,064.00","25,174.60","25,175.00","25,174.60",438375,"11,02,22,93,542.50","11,02,22,93,542.50",1504725,101250
19-Aug-2025,28-Oct-2025,XX,"-","25,271.00","25,315.00","25,180.10","25,290.20","25,297.90","25,290.20",114750,"2,89,86,01,440.00","2,89,86,01,440.00",367875,38925
18-Aug-2025,30-Sep-2025,XX,"-","25,051.00","25,215.70","25,045.00","25,104.00","25,115.60","25,104.00",942525,"23,69,44,64,430.00","23,69,44,64,430.00",1403475,187125
18-Aug-2025,28-Aug-2025,XX,"-","24,906.30","25,079.00","24,906.30","24,966.80","24,971.60","24,966.80",6684450,"1,67,11,68,30,397.50","1,67,11,68,30,397.50",16437225,-296550
18-Aug-2025,28-Oct-2025,XX,"-","25,160.70","25,319.00","25,160.70","25,224.10","25,232.40","25,224.10",226350,"5,71,49,63,272.50","5,71,49,63,272.50",328950,57900
14-Aug-2025,28-Aug-2025,XX,"-","24,708.90","24,750.90","24,657.40","24,684.70","24,671.00","24,684.70",3802425,"93,92,61,38,302.50","93,92,61,38,302.50",16733775,-111600
14-Aug-2025,30-Sep-2025,XX,"-","24,851.10","24,879.90","24,800.00","24,822.50","24,819.40","24,822.50",183675,"4,56,15,02,812.50","4,56,15,02,812.50",1216350,26775
14-Aug-2025,28-Oct-2025,XX,"-","24,957.60","24,993.00","24,915.00","24,936.90","24,930.00","24,936.90",58875,"1,46,88,00,480.00","1,46,88,00,480.00",271050,5925
13-Aug-2025,28-Aug-2025,XX,"-","24,625.00","24,748.00","24,610.00","24,712.20","24,718.90","24,712.20",4373550,"1,07,95,47,15,510.00","1,07,95,47,15,510.00",16845375,-172875
13-Aug-2025,28-Oct-2025,XX,"-","24,913.60","24,988.00","24,855.00","24,957.80","24,957.60","24,957.80",112350,"2,80,13,47,680.00","2,80,13,47,680.00",265125,16125
13-Aug-2025,30-Sep-2025,XX,"-","24,764.00","24,878.10","24,743.00","24,849.00","24,859.90","24,849.00",363075,"9,01,03,41,562.50","9,01,03,41,562.50",1189575,118200
12-Aug-2025,28-Oct-2025,XX,"-","24,864.30","25,009.90","24,795.10","24,805.30","24,800.00","24,805.30",150975,"3,75,80,78,175.00","3,75,80,78,175.00",249000,6525
12-Aug-2025,30-Sep-2025,XX,"-","24,764.90","24,900.00","24,681.00","24,691.90","24,685.00","24,691.90",395700,"9,80,70,91,800.00","9,80,70,91,800.00",1071375,27450
12-Aug-2025,28-Aug-2025,XX,"-","24,605.10","24,764.00","24,541.60","24,554.90","24,550.00","24,554.90",6254175,"1,54,18,04,76,637.50","1,54,18,04,76,637.50",17018250,97500
11-Aug-2025,28-Aug-2025,XX,"-","24,455.00","24,646.20","24,409.20","24,627.90","24,614.00","24,627.90",4765800,"1,16,99,46,84,247.50","1,16,99,46,84,247.50",16920750,-323925
11-Aug-2025,30-Sep-2025,XX,"-","24,571.10","24,774.50","24,544.80","24,755.50","24,741.90","24,755.50",342300,"8,44,45,14,000.00","8,44,45,14,000.00",1043925,8250
11-Aug-2025,28-Oct-2025,XX,"-","24,736.90","24,884.90","24,671.10","24,864.30","24,850.00","24,864.30",132150,"3,27,50,84,880.00","3,27,50,84,880.00",242475,19500
08-Aug-2025,30-Sep-2025,XX,"-","24,775.00","24,799.90","24,551.10","24,576.80","24,567.00","24,576.80",368325,"9,07,99,09,732.50","9,07,99,09,732.50",1035675,69975
08-Aug-2025,28-Aug-2025,XX,"-","24,669.00","24,694.00","24,413.10","24,441.10","24,430.00","24,441.10",5974125,"1,46,47,76,50,642.50","1,46,47,76,50,642.50",17244675,492000
08-Aug-2025,28-Oct-2025,XX,"-","24,851.00","24,905.50","24,675.00","24,693.40","24,681.60","24,693.40",140625,"3,48,28,61,962.50","3,48,28,61,962.50",222975,25950
07-Aug-2025,30-Sep-2025,XX,"-","24,762.00","24,855.00","24,548.00","24,805.90","24,842.00","24,805.90",500100,"12,34,23,41,992.50","12,34,23,41,992.50",965700,37350
07-Aug-2025,28-Oct-2025,XX,"-","24,812.10","24,967.00","24,660.10","24,921.40","24,953.20","24,921.40",240075,"5,95,21,39,680.00","5,95,21,39,680.00",197025,42450
07-Aug-2025,28-Aug-2025,XX,"-","24,539.90","24,721.00","24,409.00","24,673.40","24,715.00","24,673.40",7343700,"1,80,34,75,15,162.50","1,80,34,75,15,162.50",16752675,70950
06-Aug-2025,28-Aug-2025,XX,"-","24,707.80","24,738.90","24,616.60","24,634.90","24,628.00","24,634.90",3960000,"97,67,29,04,317.50","97,67,29,04,317.50",16681725,79050
06-Aug-2025,30-Sep-2025,XX,"-","24,800.80","24,873.90","24,755.10","24,769.80","24,762.00","24,769.80",222000,"5,50,58,15,722.50","5,50,58,15,722.50",928350,19425
06-Aug-2025,28-Oct-2025,XX,"-","24,960.00","24,988.00","24,876.00","24,889.10","24,880.00","24,889.10",101250,"2,52,24,35,490.00","2,52,24,35,490.00",154575,28650
05-Aug-2025,28-Oct-2025,XX,"-","24,996.20","25,030.00","24,904.50","24,959.70","24,968.00","24,959.70",85125,"2,12,34,34,792.50","2,12,34,34,792.50",125925,18075
05-Aug-2025,30-Sep-2025,XX,"-","24,899.60","24,914.60","24,792.00","24,846.10","24,854.50","24,846.10",232050,"5,76,31,60,147.50","5,76,31,60,147.50",908925,3450
05-Aug-2025,28-Aug-2025,XX,"-","24,774.90","24,783.70","24,650.00","24,707.80","24,716.00","24,707.80",4060350,"1,00,28,35,21,755.00","1,00,28,35,21,755.00",16602675,105975
04-Aug-2025,28-Aug-2025,XX,"-","24,630.00","24,812.90","24,630.00","24,793.10","24,803.00","24,793.10",4336500,"1,07,29,30,11,135.00","1,07,29,30,11,135.00",16496700,-393750
04-Aug-2025,30-Sep-2025,XX,"-","24,760.00","24,940.00","24,760.00","24,928.60","24,938.90","24,928.60",257100,"6,39,50,01,315.00","6,39,50,01,315.00",905475,-8250
04-Aug-2025,28-Oct-2025,XX,"-","24,900.00","25,052.90","24,886.80","25,041.80","25,041.40","25,041.80",95175,"2,37,87,38,077.50","2,37,87,38,077.50",107850,46725
01-Aug-2025,30-Sep-2025,XX,"-","24,952.00","24,995.00","24,750.00","24,774.60","24,760.00","24,774.60",418275,"10,40,34,52,965.00","10,40,34,52,965.00",913725,913725
01-Aug-2025,28-Aug-2025,XX,"-","24,800.00","24,854.90","24,601.40","24,627.20","24,618.00","24,627.20",6256425,"1,54,72,89,50,512.50","1,54,72,89,50,512.50",16890450,1299825
01-Aug-2025,28-Oct-2025,XX,"-","25,017.40","25,104.10","24,862.70","24,892.40","24,878.00","24,892.40",124350,"3,10,73,91,712.50","3,10,73,91,712.50",61125,61125
31-Jul-2025,31-Jul-2025,XX,"-","24,693.00","24,970.00","24,625.10","24,771.90","24,766.80","24,768.35",6090375,"1,50,96,13,58,520.00","1,50,96,13,58,520.00",5278950,-1718175
31-Jul-2025,28-Oct-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,25-Sep-2025,XX,"-","24,993.30","25,186.00","24,871.10","25,014.70","25,011.10","25,014.70",484650,"12,12,38,98,095.00","12,12,38,98,095.00",862425,73650
31-Jul-2025,30-Sep-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,30-Sep-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,30-Sep-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,30-Sep-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,30-Sep-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,30-Sep-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,30-Sep-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,30-Sep-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,30-Sep-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,30-Sep-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,28-Oct-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,28-Oct-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,28-Oct-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,28-Oct-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,28-Oct-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,28-Oct-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,28-Oct-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,28-Oct-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,28-Oct-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,28-Aug-2025,XX,"-","24,800.00","25,051.60","24,723.20","24,871.60","24,868.50","24,871.60",9607650,"2,39,00,26,78,110.00","2,39,00,26,78,110.00",15590625,3019050
30-Jul-2025,28-Aug-2025,XX,"-","24,972.00","25,002.00","24,880.80","24,959.10","24,952.00","24,959.10",4636350,"1,15,70,13,18,562.50","1,15,70,13,18,562.50",12571575,2319450
30-Jul-2025,25-Sep-2025,XX,"-","25,057.10","25,146.50","25,031.00","25,097.10","25,092.00","25,097.10",253650,"6,36,44,85,600.00","6,36,44,85,600.00",788775,65400
30-Jul-2025,31-Jul-2025,XX,"-","24,845.00","24,910.60","24,786.00","24,869.30","24,860.00","24,869.30",5201475,"1,29,32,59,78,942.50","1,29,32,59,78,942.50",6997125,-2143650
29-Jul-2025,25-Sep-2025,XX,"-","24,915.10","25,096.90","24,885.40","25,083.60","25,091.00","25,083.60",254625,"6,36,20,94,997.50","6,36,20,94,997.50",723375,55575
29-Jul-2025,28-Aug-2025,XX,"-","24,757.10","24,952.20","24,735.00","24,934.70","24,951.60","24,934.70",4793625,"1,19,12,81,35,530.00","1,19,12,81,35,530.00",10252125,1700400
29-Jul-2025,31-Jul-2025,XX,"-","24,636.00","24,859.00","24,630.00","24,838.80","24,843.40","24,838.80",6337950,"1,56,85,53,05,475.00","1,56,85,53,05,475.00",9140775,-2069100
28-Jul-2025,25-Sep-2025,XX,"-","25,050.00","25,175.00","24,928.70","24,960.40","24,961.60","24,960.40",281850,"7,05,25,15,185.00","7,05,25,15,185.00",667800,65325
28-Jul-2025,28-Aug-2025,XX,"-","24,938.90","25,023.00","24,770.00","24,808.00","24,811.80","24,808.00",2679375,"66,62,50,17,210.00","66,62,50,17,210.00",8551725,1162275
28-Jul-2025,31-Jul-2025,XX,"-","24,799.90","24,925.00","24,667.60","24,710.20","24,706.20","24,710.20",5344500,"1,32,41,84,22,577.50","1,32,41,84,22,577.50",11209875,-952125
25-Jul-2025,28-Aug-2025,XX,"-","25,126.00","25,126.20","24,928.80","24,942.50","24,938.90","24,942.50",1900500,"47,50,10,43,825.00","47,50,10,43,825.00",7389450,910275
25-Jul-2025,25-Sep-2025,XX,"-","25,276.70","25,278.00","25,090.00","25,103.20","25,096.20","25,103.20",341475,"8,58,89,99,572.50","8,58,89,99,572.50",602475,70425
25-Jul-2025,31-Jul-2025,XX,"-","25,011.00","25,024.00","24,831.00","24,850.40","24,846.80","24,850.40",5229675,"1,30,21,41,18,300.00","1,30,21,41,18,300.00",12162000,-198525
24-Jul-2025,28-Aug-2025,XX,"-","25,358.70","25,369.40","25,150.00","25,195.00","25,189.00","25,195.00",1550850,"39,14,20,30,807.50","39,14,20,30,807.50",6479175,935100
24-Jul-2025,31-Jul-2025,XX,"-","25,290.10","25,290.10","25,049.00","25,095.40","25,082.00","25,095.40",4741725,"1,19,19,11,57,737.50","1,19,19,11,57,737.50",12360525,-394350
24-Jul-2025,25-Sep-2025,XX,"-","25,452.30","25,526.90","25,310.00","25,347.10","25,343.80","25,347.10",122175,"3,10,15,46,257.50","3,10,15,46,257.50",532050,34875
23-Jul-2025,25-Sep-2025,XX,"-","25,394.20","25,508.00","25,364.60","25,502.30","25,498.80","25,502.30",120000,"3,05,39,94,142.50","3,05,39,94,142.50",497175,-1200
23-Jul-2025,28-Aug-2025,XX,"-","25,260.00","25,361.00","25,211.50","25,354.20","25,358.70","25,354.20",631575,"15,97,81,49,160.00","15,97,81,49,160.00",5544075,206175
23-Jul-2025,31-Jul-2025,XX,"-","25,170.20","25,260.00","25,112.30","25,252.80","25,254.00","25,252.80",3861300,"97,29,44,99,437.50","97,29,44,99,437.50",12754875,-465975
22-Jul-2025,31-Jul-2025,XX,"-","25,149.90","25,200.00","25,070.00","25,093.90","25,095.00","25,093.90",3099225,"77,85,90,86,940.00","77,85,90,86,940.00",13220850,-63675
22-Jul-2025,28-Aug-2025,XX,"-","25,258.00","25,296.00","25,176.10","25,199.00","25,191.10","25,199.00",401400,"10,12,52,89,485.00","10,12,52,89,485.00",5337900,137475
22-Jul-2025,25-Sep-2025,XX,"-","25,402.20","25,450.00","25,335.00","25,348.50","25,341.70","25,348.50",66450,"1,68,65,65,702.50","1,68,65,65,702.50",498375,11475
21-Jul-2025,31-Jul-2025,XX,"-","24,969.20","25,139.70","24,920.60","25,127.60","25,139.70","25,127.60",4273200,"1,07,06,50,00,620.00","1,07,06,50,00,620.00",13284525,-454275
21-Jul-2025,28-Aug-2025,XX,"-","25,080.10","25,239.90","25,025.00","25,226.70","25,233.00","25,226.70",522075,"13,13,80,33,057.50","13,13,80,33,057.50",5200425,155700
21-Jul-2025,25-Sep-2025,XX,"-","25,295.00","25,392.00","25,180.90","25,378.90","25,387.00","25,378.90",200475,"5,07,51,42,495.00","5,07,51,42,495.00",486900,32625
18-Jul-2025,25-Sep-2025,XX,"-","25,435.60","25,437.40","25,243.50","25,292.10","25,295.00","25,292.10",182025,"4,60,55,07,690.00","4,60,55,07,690.00",454275,30375
18-Jul-2025,28-Aug-2025,XX,"-","25,278.90","25,279.00","25,085.00","25,137.40","25,137.00","25,137.40",669300,"16,82,66,19,007.50","16,82,66,19,007.50",5044725,243900
18-Jul-2025,31-Jul-2025,XX,"-","25,167.90","25,170.00","24,981.00","25,032.30","25,026.80","25,032.30",5240100,"1,31,23,17,02,812.50","1,31,23,17,02,812.50",13738800,-86775
17-Jul-2025,31-Jul-2025,XX,"-","25,260.00","25,275.00","25,165.00","25,174.60","25,170.50","25,174.60",3977025,"1,00,26,65,36,797.50","1,00,26,65,36,797.50",13825575,93600
17-Jul-2025,28-Aug-2025,XX,"-","25,348.10","25,369.00","25,265.00","25,274.80","25,265.00","25,274.80",327525,"8,28,92,65,087.50","8,28,92,65,087.50",4800825,141000
17-Jul-2025,25-Sep-2025,XX,"-","25,525.00","25,528.60","25,425.00","25,436.20","25,430.00","25,436.20",81225,"2,06,87,71,740.00","2,06,87,71,740.00",423900,16275
16-Jul-2025,28-Aug-2025,XX,"-","25,333.90","25,388.90","25,266.00","25,348.00","25,348.30","25,348.00",290625,"7,35,91,71,607.50","7,35,91,71,607.50",4659825,112725
16-Jul-2025,31-Jul-2025,XX,"-","25,230.00","25,289.90","25,162.10","25,245.80","25,236.60","25,245.80",3436275,"86,67,41,47,747.50","86,67,41,47,747.50",13731975,72825
16-Jul-2025,25-Sep-2025,XX,"-","25,486.00","25,549.00","25,425.00","25,508.30","25,507.10","25,508.30",88050,"2,24,39,78,700.00","2,24,39,78,700.00",407625,9825
15-Jul-2025,31-Jul-2025,XX,"-","25,180.00","25,306.00","25,152.10","25,265.60","25,283.00","25,265.60",4083675,"1,03,08,16,66,185.00","1,03,08,16,66,185.00",13659150,-38175
15-Jul-2025,28-Aug-2025,XX,"-","25,282.90","25,411.00","25,260.00","25,367.70","25,384.00","25,367.70",327975,"8,31,43,17,330.00","8,31,43,17,330.00",4547100,101550
15-Jul-2025,25-Sep-2025,XX,"-","25,424.90","25,564.00","25,415.10","25,529.30","25,540.50","25,529.30",111900,"2,85,45,49,530.00","2,85,45,49,530.00",397800,-150
14-Jul-2025,25-Sep-2025,XX,"-","25,465.00","25,470.00","25,348.00","25,433.50","25,431.40","25,433.50",117900,"2,99,52,92,085.00","2,99,52,92,085.00",397950,29175
14-Jul-2025,28-Aug-2025,XX,"-","25,300.00","25,310.00","25,181.60","25,268.80","25,284.50","25,268.80",859650,"21,71,08,65,877.50","21,71,08,65,877.50",4445550,509625
14-Jul-2025,31-Jul-2025,XX,"-","25,234.80","25,234.80","25,076.30","25,167.50","25,173.00","25,167.50",4978425,"1,25,15,23,25,047.50","1,25,15,23,25,047.50",13697325,245925
11-Jul-2025,25-Sep-2025,XX,"-","25,648.00","25,673.60","25,470.00","25,489.80","25,470.00","25,489.80",146475,"3,74,03,39,415.00","3,74,03,39,415.00",368775,60900
11-Jul-2025,28-Aug-2025,XX,"-","25,498.00","25,498.00","25,310.00","25,327.50","25,310.00","25,327.50",554100,"14,06,02,20,525.00","14,06,02,20,525.00",3935925,181050
11-Jul-2025,31-Jul-2025,XX,"-","25,335.00","25,384.00","25,205.00","25,223.40","25,208.00","25,223.40",5545875,"1,40,14,06,26,787.50","1,40,14,06,26,787.50",13451400,-14550
